Types,Looptime,number,numberOfappearance,invokeperloop,percentage,
random,3088,7,0,10000,0.0,
random,3088,8,0,10000,0.0,
random,3088,9,0,10000,0.0,
random,3089,0,0,10000,0.0,
random,3089,1,4957,10000,49.57,
random,3089,2,968,10000,9.68,
random,3089,3,1004,10000,10.040000000000001,
random,3089,4,984,10000,9.84,
random,3089,5,1072,10000,10.72,
random,3089,6,1015,10000,10.15,
random,3089,7,0,10000,0.0,
random,3089,8,0,10000,0.0,
random,3089,9,0,10000,0.0,
random,3090,0,0,10000,0.0,
random,3090,1,4940,10000,49.4,
random,3090,2,1011,10000,10.11,
random,3090,3,988,10000,9.879999999999999,
random,3090,4,1030,10000,10.299999999999999,
random,3090,5,1039,10000,10.39,
random,3090,6,992,10000,9.92,
random,3090,7,0,10000,0.0,
random,3090,8,0,10000,0.0,
random,3090,9,0,10000,0.0,
random,3091,0,0,10000,0.0,
random,3091,1,4976,10000,49.76,
random,3091,2,1024,10000,10.24,
random,3091,3,1037,10000,10.37,
random,3091,4,980,10000,9.8,
random,3091,5,1015,10000,10.15,
random,3091,6,968,10000,9.68,
random,3091,7,0,10000,0.0,
random,3091,8,0,10000,0.0,
random,3091,9,0,10000,0.0,
random,3092,0,0,10000,0.0,
random,3092,1,5043,10000,50.43,
random,3092,2,981,10000,9.81,
random,3092,3,1018,10000,10.18,
random,3092,4,1035,10000,10.35,
random,3092,5,976,10000,9.76,
random,3092,6,947,10000,9.47,
random,3092,7,0,10000,0.0,
random,3092,8,0,10000,0.0,
random,3092,9,0,10000,0.0,
random,3093,0,0,10000,0.0,
random,3093,1,5015,10000,50.14999999999999,
random,3093,2,981,10000,9.81,
random,3093,3,980,10000,9.8,
random,3093,4,1050,10000,10.5,
random,3093,5,1002,10000,10.02,
random,3093,6,972,10000,9.719999999999999,
random,3093,7,0,10000,0.0,
random,3093,8,0,10000,0.0,
random,3093,9,0,10000,0.0,
random,3094,0,0,10000,0.0,
random,3094,1,4942,10000,49.419999999999995,
random,3094,2,962,10000,9.62,
random,3094,3,1025,10000,10.25,
random,3094,4,962,10000,9.62,
random,3094,5,1031,10000,10.31,
random,3094,6,1078,10000,10.780000000000001,
random,3094,7,0,10000,0.0,
random,3094,8,0,10000,0.0,
random,3094,9,0,10000,0.0,
random,3095,0,0,10000,0.0,
random,3095,1,5023,10000,50.23,
random,3095,2,1023,10000,10.23,
random,3095,3,1031,10000,10.31,
random,3095,4,973,10000,9.73,
random,3095,5,1007,10000,10.07,
random,3095,6,943,10000,9.43,
random,3095,7,0,10000,0.0,
random,3095,8,0,10000,0.0,
random,3095,9,0,10000,0.0,
random,3096,0,0,10000,0.0,
random,3096,1,4985,10000,49.85,
random,3096,2,1015,10000,10.15,
random,3096,3,972,10000,9.719999999999999,
random,3096,4,967,10000,9.67,
random,3096,5,1039,10000,10.39,
random,3096,6,1022,10000,10.22,
random,3096,7,0,10000,0.0,
random,3096,8,0,10000,0.0,
random,3096,9,0,10000,0.0,
random,3097,0,0,10000,0.0,
random,3097,1,4970,10000,49.7,
random,3097,2,1017,10000,10.17,
random,3097,3,1045,10000,10.45,
random,3097,4,1020,10000,10.2,
random,3097,5,967,10000,9.67,
random,3097,6,981,10000,9.81,
random,3097,7,0,10000,0.0,
random,3097,8,0,10000,0.0,
random,3097,9,0,10000,0.0,
random,3098,0,0,10000,0.0,
random,3098,1,4986,10000,49.86,
random,3098,2,1024,10000,10.24,
random,3098,3,1025,10000,10.25,
random,3098,4,995,10000,9.950000000000001,
random,3098,5,957,10000,9.569999999999999,
random,3098,6,1013,10000,10.13,
random,3098,7,0,10000,0.0,
random,3098,8,0,10000,0.0,
random,3098,9,0,10000,0.0,
random,3099,0,0,10000,0.0,
random,3099,1,5051,10000,50.51,
random,3099,2,971,10000,9.71,
random,3099,3,1016,10000,10.16,
random,3099,4,963,10000,9.629999999999999,
random,3099,5,995,10000,9.950000000000001,
random,3099,6,1004,10000,10.040000000000001,
random,3099,7,0,10000,0.0,
random,3099,8,0,10000,0.0,
random,3099,9,0,10000,0.0,
random,3100,0,0,10000,0.0,
random,3100,1,5031,10000,50.31,
random,3100,2,989,10000,9.89,
random,3100,3,1008,10000,10.08,
random,3100,4,975,10000,9.75,
random,3100,5,959,10000,9.59,
random,3100,6,1038,10000,10.38,
random,3100,7,0,10000,0.0,
random,3100,8,0,10000,0.0,
random,3100,9,0,10000,0.0,
random,3101,0,0,10000,0.0,
random,3101,1,5048,10000,50.480000000000004,
random,3101,2,976,10000,9.76,
random,3101,3,1008,10000,10.08,
random,3101,4,1021,10000,10.209999999999999,
random,3101,5,968,10000,9.68,
random,3101,6,979,10000,9.790000000000001,
random,3101,7,0,10000,0.0,
random,3101,8,0,10000,0.0,
random,3101,9,0,10000,0.0,
random,3102,0,0,10000,0.0,
random,3102,1,4959,10000,49.59,
random,3102,2,1006,10000,10.059999999999999,
random,3102,3,1018,10000,10.18,
random,3102,4,993,10000,9.93,
random,3102,5,1019,10000,10.190000000000001,
random,3102,6,1005,10000,10.05,
random,3102,7,0,10000,0.0,
random,3102,8,0,10000,0.0,
random,3102,9,0,10000,0.0,
random,3103,0,0,10000,0.0,
random,3103,1,5047,10000,50.470000000000006,
random,3103,2,1017,10000,10.17,
random,3103,3,955,10000,9.55,
random,3103,4,977,10000,9.77,
random,3103,5,995,10000,9.950000000000001,
random,3103,6,1009,10000,10.09,
random,3103,7,0,10000,0.0,
random,3103,8,0,10000,0.0,
random,3103,9,0,10000,0.0,
random,3104,0,0,10000,0.0,
random,3104,1,5025,10000,50.24999999999999,
random,3104,2,1037,10000,10.37,
random,3104,3,961,10000,9.610000000000001,
random,3104,4,1027,10000,10.27,
random,3104,5,965,10000,9.65,
random,3104,6,985,10000,9.85,
random,3104,7,0,10000,0.0,
random,3104,8,0,10000,0.0,
random,3104,9,0,10000,0.0,
random,3105,0,0,10000,0.0,
random,3105,1,5042,10000,50.42,
random,3105,2,1008,10000,10.08,
random,3105,3,977,10000,9.77,
random,3105,4,933,10000,9.33,
random,3105,5,1052,10000,10.52,
random,3105,6,988,10000,9.879999999999999,
random,3105,7,0,10000,0.0,
random,3105,8,0,10000,0.0,
random,3105,9,0,10000,0.0,
random,3106,0,0,10000,0.0,
random,3106,1,5083,10000,50.83,
random,3106,2,993,10000,9.93,
random,3106,3,968,10000,9.68,
random,3106,4,993,10000,9.93,
random,3106,5,970,10000,9.700000000000001,
random,3106,6,993,10000,9.93,
random,3106,7,0,10000,0.0,
random,3106,8,0,10000,0.0,
random,3106,9,0,10000,0.0,
random,3107,0,0,10000,0.0,
random,3107,1,4936,10000,49.36,
random,3107,2,1015,10000,10.15,
random,3107,3,1019,10000,10.190000000000001,
random,3107,4,1011,10000,10.11,
random,3107,5,1009,10000,10.09,
random,3107,6,1010,10000,10.100000000000001,
random,3107,7,0,10000,0.0,
random,3107,8,0,10000,0.0,
random,3107,9,0,10000,0.0,
random,3108,0,0,10000,0.0,
random,3108,1,5023,10000,50.23,
random,3108,2,1036,10000,10.36,
random,3108,3,996,10000,9.959999999999999,
random,3108,4,968,10000,9.68,
random,3108,5,934,10000,9.34,
random,3108,6,1043,10000,10.43,
random,3108,7,0,10000,0.0,
random,3108,8,0,10000,0.0,
random,3108,9,0,10000,0.0,
random,3109,0,0,10000,0.0,
random,3109,1,5062,10000,50.62,
random,3109,2,1065,10000,10.65,
random,3109,3,922,10000,9.22,
random,3109,4,989,10000,9.89,
random,3109,5,975,10000,9.75,
random,3109,6,987,10000,9.87,
random,3109,7,0,10000,0.0,
random,3109,8,0,10000,0.0,
random,3109,9,0,10000,0.0,
random,3110,0,0,10000,0.0,
random,3110,1,5037,10000,50.370000000000005,
random,3110,2,1005,10000,10.05,
random,3110,3,967,10000,9.67,
random,3110,4,984,10000,9.84,
random,3110,5,1032,10000,10.32,
random,3110,6,975,10000,9.75,
random,3110,7,0,10000,0.0,
random,3110,8,0,10000,0.0,
random,3110,9,0,10000,0.0,
random,3111,0,0,10000,0.0,
random,3111,1,4979,10000,49.79,
random,3111,2,1018,10000,10.18,
random,3111,3,1020,10000,10.2,
random,3111,4,1002,10000,10.02,
random,3111,5,1026,10000,10.26,
random,3111,6,955,10000,9.55,
random,3111,7,0,10000,0.0,
random,3111,8,0,10000,0.0,
random,3111,9,0,10000,0.0,
random,3112,0,0,10000,0.0,
random,3112,1,5018,10000,50.18,
random,3112,2,1004,10000,10.040000000000001,
random,3112,3,1011,10000,10.11,
random,3112,4,989,10000,9.89,
random,3112,5,981,10000,9.81,
random,3112,6,997,10000,9.969999999999999,
random,3112,7,0,10000,0.0,
random,3112,8,0,10000,0.0,
random,3112,9,0,10000,0.0,
random,3113,0,0,10000,0.0,
random,3113,1,5039,10000,50.39,
random,3113,2,988,10000,9.879999999999999,
random,3113,3,1019,10000,10.190000000000001,
random,3113,4,948,10000,9.48,
random,3113,5,1014,10000,10.14,
random,3113,6,992,10000,9.92,
random,3113,7,0,10000,0.0,
random,3113,8,0,10000,0.0,
random,3113,9,0,10000,0.0,
random,3114,0,0,10000,0.0,
random,3114,1,5049,10000,50.49,
random,3114,2,974,10000,9.74,
random,3114,3,1005,10000,10.05,
random,3114,4,974,10000,9.74,
random,3114,5,978,10000,9.78,
random,3114,6,1020,10000,10.2,
random,3114,7,0,10000,0.0,
random,3114,8,0,10000,0.0,
random,3114,9,0,10000,0.0,
random,3115,0,0,10000,0.0,
random,3115,1,4931,10000,49.309999999999995,
random,3115,2,1036,10000,10.36,
random,3115,3,980,10000,9.8,
random,3115,4,1003,10000,10.03,
random,3115,5,1019,10000,10.190000000000001,
random,3115,6,1031,10000,10.31,
random,3115,7,0,10000,0.0,
random,3115,8,0,10000,0.0,
random,3115,9,0,10000,0.0,
random,3116,0,0,10000,0.0,
random,3116,1,4932,10000,49.32,
random,3116,2,1002,10000,10.02,
random,3116,3,988,10000,9.879999999999999,
random,3116,4,1023,10000,10.23,
random,3116,5,1018,10000,10.18,
random,3116,6,1037,10000,10.37,
random,3116,7,0,10000,0.0,
random,3116,8,0,10000,0.0,
random,3116,9,0,10000,0.0,
random,3117,0,0,10000,0.0,
random,3117,1,4963,10000,49.63,
random,3117,2,1033,10000,10.33,
random,3117,3,956,10000,9.56,
random,3117,4,1000,10000,10.0,
random,3117,5,990,10000,9.9,
random,3117,6,1058,10000,10.58,
random,3117,7,0,10000,0.0,
random,3117,8,0,10000,0.0,
random,3117,9,0,10000,0.0,
random,3118,0,0,10000,0.0,
random,3118,1,5006,10000,50.06,
random,3118,2,1031,10000,10.31,
random,3118,3,983,10000,9.83,
random,3118,4,1028,10000,10.280000000000001,
random,3118,5,966,10000,9.66,
random,3118,6,986,10000,9.86,
random,3118,7,0,10000,0.0,
random,3118,8,0,10000,0.0,
random,3118,9,0,10000,0.0,
random,3119,0,0,10000,0.0,
random,3119,1,4995,10000,49.95,
random,3119,2,1060,10000,10.6,
random,3119,3,994,10000,9.94,
random,3119,4,915,10000,9.15,
random,3119,5,1018,10000,10.18,
random,3119,6,1018,10000,10.18,
random,3119,7,0,10000,0.0,
random,3119,8,0,10000,0.0,
random,3119,9,0,10000,0.0,
random,3120,0,0,10000,0.0,
random,3120,1,5015,10000,50.14999999999999,
random,3120,2,1015,10000,10.15,
random,3120,3,1018,10000,10.18,
random,3120,4,1010,10000,10.100000000000001,
random,3120,5,994,10000,9.94,
random,3120,6,948,10000,9.48,
random,3120,7,0,10000,0.0,
random,3120,8,0,10000,0.0,
random,3120,9,0,10000,0.0,
random,3121,0,0,10000,0.0,
random,3121,1,5085,10000,50.849999999999994,
random,3121,2,952,10000,9.520000000000001,
random,3121,3,1018,10000,10.18,
random,3121,4,965,10000,9.65,
random,3121,5,1012,10000,10.12,
random,3121,6,968,10000,9.68,
random,3121,7,0,10000,0.0,
random,3121,8,0,10000,0.0,
random,3121,9,0,10000,0.0,
random,3122,0,0,10000,0.0,
random,3122,1,4949,10000,49.49,
random,3122,2,980,10000,9.8,
random,3122,3,1001,10000,10.01,
random,3122,4,1025,10000,10.25,
random,3122,5,1014,10000,10.14,
random,3122,6,1031,10000,10.31,
random,3122,7,0,10000,0.0,
random,3122,8,0,10000,0.0,
random,3122,9,0,10000,0.0,
random,3123,0,0,10000,0.0,
random,3123,1,5071,10000,50.71,
random,3123,2,969,10000,9.69,
random,3123,3,1023,10000,10.23,
random,3123,4,955,10000,9.55,
random,3123,5,1020,10000,10.2,
random,3123,6,962,10000,9.62,
random,3123,7,0,10000,0.0,
random,3123,8,0,10000,0.0,
random,3123,9,0,10000,0.0,
random,3124,0,0,10000,0.0,
random,3124,1,4999,10000,49.99,
random,3124,2,1031,10000,10.31,
random,3124,3,954,10000,9.54,
random,3124,4,1063,10000,10.63,
random,3124,5,963,10000,9.629999999999999,
random,3124,6,990,10000,9.9,
random,3124,7,0,10000,0.0,
random,3124,8,0,10000,0.0,
random,3124,9,0,10000,0.0,
random,3125,0,0,10000,0.0,
random,3125,1,4904,10000,49.04,
random,3125,2,1002,10000,10.02,
random,3125,3,984,10000,9.84,
random,3125,4,1056,10000,10.56,
random,3125,5,1050,10000,10.5,
random,3125,6,1004,10000,10.040000000000001,
random,3125,7,0,10000,0.0,
random,3125,8,0,10000,0.0,
random,3125,9,0,10000,0.0,
random,3126,0,0,10000,0.0,
random,3126,1,5031,10000,50.31,
random,3126,2,1001,10000,10.01,
random,3126,3,1002,10000,10.02,
random,3126,4,999,10000,9.99,
random,3126,5,1013,10000,10.13,
random,3126,6,954,10000,9.54,
random,3126,7,0,10000,0.0,
random,3126,8,0,10000,0.0,
random,3126,9,0,10000,0.0,
random,3127,0,0,10000,0.0,
random,3127,1,4991,10000,49.91,
random,3127,2,1045,10000,10.45,
random,3127,3,1055,10000,10.549999999999999,
random,3127,4,978,10000,9.78,
random,3127,5,942,10000,9.42,
random,3127,6,989,10000,9.89,
random,3127,7,0,10000,0.0,
random,3127,8,0,10000,0.0,
random,3127,9,0,10000,0.0,
random,3128,0,0,10000,0.0,
random,3128,1,5011,10000,50.11,
random,3128,2,977,10000,9.77,
random,3128,3,1027,10000,10.27,
random,3128,4,999,10000,9.99,
random,3128,5,1017,10000,10.17,
random,3128,6,969,10000,9.69,
random,3128,7,0,10000,0.0,
random,3128,8,0,10000,0.0,
random,3128,9,0,10000,0.0,
random,3129,0,0,10000,0.0,
random,3129,1,5038,10000,50.38,
random,3129,2,972,10000,9.719999999999999,
random,3129,3,926,10000,9.26,
random,3129,4,1033,10000,10.33,
random,3129,5,978,10000,9.78,
random,3129,6,1053,10000,10.530000000000001,
random,3129,7,0,10000,0.0,
random,3129,8,0,10000,0.0,
random,3129,9,0,10000,0.0,
random,3130,0,0,10000,0.0,
random,3130,1,5000,10000,50.0,
random,3130,2,969,10000,9.69,
random,3130,3,1026,10000,10.26,
random,3130,4,1044,10000,10.440000000000001,
random,3130,5,971,10000,9.71,
random,3130,6,990,10000,9.9,
random,3130,7,0,10000,0.0,
random,3130,8,0,10000,0.0,
random,3130,9,0,10000,0.0,
random,3131,0,0,10000,0.0,
random,3131,1,4941,10000,49.41,
random,3131,2,991,10000,9.91,
random,3131,3,1046,10000,10.459999999999999,
random,3131,4,1012,10000,10.12,
random,3131,5,1030,10000,10.299999999999999,
random,3131,6,980,10000,9.8,
random,3131,7,0,10000,0.0,
random,3131,8,0,10000,0.0,
random,3131,9,0,10000,0.0,
random,3132,0,0,10000,0.0,
random,3132,1,4916,10000,49.16,
random,3132,2,1031,10000,10.31,
random,3132,3,1029,10000,10.290000000000001,
random,3132,4,1009,10000,10.09,
random,3132,5,1043,10000,10.43,
random,3132,6,972,10000,9.719999999999999,
random,3132,7,0,10000,0.0,
random,3132,8,0,10000,0.0,
random,3132,9,0,10000,0.0,
random,3133,0,0,10000,0.0,
random,3133,1,4945,10000,49.45,
random,3133,2,1035,10000,10.35,
random,3133,3,1037,10000,10.37,
random,3133,4,965,10000,9.65,
random,3133,5,1007,10000,10.07,
random,3133,6,1011,10000,10.11,
random,3133,7,0,10000,0.0,
random,3133,8,0,10000,0.0,
random,3133,9,0,10000,0.0,
random,3134,0,0,10000,0.0,
random,3134,1,5009,10000,50.09,
random,3134,2,977,10000,9.77,
random,3134,3,1017,10000,10.17,
random,3134,4,995,10000,9.950000000000001,
random,3134,5,1017,10000,10.17,
random,3134,6,985,10000,9.85,
random,3134,7,0,10000,0.0,
random,3134,8,0,10000,0.0,
random,3134,9,0,10000,0.0,
random,3135,0,0,10000,0.0,
random,3135,1,4944,10000,49.44,
random,3135,2,997,10000,9.969999999999999,
random,3135,3,998,10000,9.98,
random,3135,4,996,10000,9.959999999999999,
random,3135,5,1036,10000,10.36,
random,3135,6,1029,10000,10.290000000000001,
random,3135,7,0,10000,0.0,
random,3135,8,0,10000,0.0,
random,3135,9,0,10000,0.0,
random,3136,0,0,10000,0.0,
random,3136,1,4967,10000,49.669999999999995,
random,3136,2,983,10000,9.83,
random,3136,3,998,10000,9.98,
random,3136,4,1031,10000,10.31,
random,3136,5,1024,10000,10.24,
random,3136,6,997,10000,9.969999999999999,
random,3136,7,0,10000,0.0,
random,3136,8,0,10000,0.0,
random,3136,9,0,10000,0.0,
random,3137,0,0,10000,0.0,
random,3137,1,5019,10000,50.19,
random,3137,2,1013,10000,10.13,
random,3137,3,1006,10000,10.059999999999999,
random,3137,4,962,10000,9.62,
random,3137,5,1039,10000,10.39,
random,3137,6,961,10000,9.610000000000001,
random,3137,7,0,10000,0.0,
random,3137,8,0,10000,0.0,
random,3137,9,0,10000,0.0,
random,3138,0,0,10000,0.0,
random,3138,1,4947,10000,49.47,
random,3138,2,945,10000,9.45,
random,3138,3,1040,10000,10.4,
random,3138,4,1020,10000,10.2,
random,3138,5,991,10000,9.91,
random,3138,6,1057,10000,10.57,
random,3138,7,0,10000,0.0,
random,3138,8,0,10000,0.0,
random,3138,9,0,10000,0.0,
random,3139,0,0,10000,0.0,
random,3139,1,4948,10000,49.480000000000004,
random,3139,2,1039,10000,10.39,
random,3139,3,945,10000,9.45,
random,3139,4,1016,10000,10.16,
random,3139,5,1009,10000,10.09,
random,3139,6,1043,10000,10.43,
random,3139,7,0,10000,0.0,
random,3139,8,0,10000,0.0,
random,3139,9,0,10000,0.0,
random,3140,0,0,10000,0.0,
random,3140,1,4969,10000,49.69,
random,3140,2,1015,10000,10.15,
random,3140,3,997,10000,9.969999999999999,
random,3140,4,977,10000,9.77,
random,3140,5,1000,10000,10.0,
random,3140,6,1042,10000,10.42,
random,3140,7,0,10000,0.0,
random,3140,8,0,10000,0.0,
random,3140,9,0,10000,0.0,
random,3141,0,0,10000,0.0,
random,3141,1,4973,10000,49.730000000000004,
random,3141,2,1005,10000,10.05,
random,3141,3,985,10000,9.85,
random,3141,4,1102,10000,11.020000000000001,
random,3141,5,997,10000,9.969999999999999,
random,3141,6,938,10000,9.379999999999999,
random,3141,7,0,10000,0.0,
random,3141,8,0,10000,0.0,
random,3141,9,0,10000,0.0,
random,3142,0,0,10000,0.0,
random,3142,1,5029,10000,50.29,
random,3142,2,1026,10000,10.26,
random,3142,3,1026,10000,10.26,
random,3142,4,983,10000,9.83,
random,3142,5,927,10000,9.27,
random,3142,6,1009,10000,10.09,
random,3142,7,0,10000,0.0,
random,3142,8,0,10000,0.0,
random,3142,9,0,10000,0.0,
random,3143,0,0,10000,0.0,
random,3143,1,5041,10000,50.41,
random,3143,2,1019,10000,10.190000000000001,
random,3143,3,978,10000,9.78,
random,3143,4,1027,10000,10.27,
random,3143,5,952,10000,9.520000000000001,
random,3143,6,983,10000,9.83,
random,3143,7,0,10000,0.0,
random,3143,8,0,10000,0.0,
random,3143,9,0,10000,0.0,
random,3144,0,0,10000,0.0,
random,3144,1,4964,10000,49.64,
random,3144,2,1018,10000,10.18,
random,3144,3,988,10000,9.879999999999999,
random,3144,4,966,10000,9.66,
random,3144,5,1029,10000,10.290000000000001,
random,3144,6,1035,10000,10.35,
random,3144,7,0,10000,0.0,
random,3144,8,0,10000,0.0,
random,3144,9,0,10000,0.0,
random,3145,0,0,10000,0.0,
random,3145,1,4999,10000,49.99,
random,3145,2,1005,10000,10.05,
random,3145,3,1011,10000,10.11,
random,3145,4,1018,10000,10.18,
random,3145,5,974,10000,9.74,
random,3145,6,993,10000,9.93,
random,3145,7,0,10000,0.0,
random,3145,8,0,10000,0.0,
random,3145,9,0,10000,0.0,
random,3146,0,0,10000,0.0,
random,3146,1,4957,10000,49.57,
random,3146,2,1013,10000,10.13,
random,3146,3,990,10000,9.9,
random,3146,4,955,10000,9.55,
random,3146,5,1043,10000,10.43,
random,3146,6,1042,10000,10.42,
random,3146,7,0,10000,0.0,
random,3146,8,0,10000,0.0,
random,3146,9,0,10000,0.0,
random,3147,0,0,10000,0.0,
random,3147,1,5007,10000,50.07,
random,3147,2,1004,10000,10.040000000000001,
random,3147,3,959,10000,9.59,
random,3147,4,1053,10000,10.530000000000001,
random,3147,5,980,10000,9.8,
random,3147,6,997,10000,9.969999999999999,
random,3147,7,0,10000,0.0,
random,3147,8,0,10000,0.0,
random,3147,9,0,10000,0.0,
random,3148,0,0,10000,0.0,
random,3148,1,4918,10000,49.18,
random,3148,2,1067,10000,10.67,
random,3148,3,1026,10000,10.26,
random,3148,4,974,10000,9.74,
random,3148,5,1037,10000,10.37,
random,3148,6,978,10000,9.78,
random,3148,7,0,10000,0.0,
random,3148,8,0,10000,0.0,
random,3148,9,0,10000,0.0,
random,3149,0,0,10000,0.0,
random,3149,1,4959,10000,49.59,
random,3149,2,943,10000,9.43,
random,3149,3,1079,10000,10.79,
random,3149,4,962,10000,9.62,
random,3149,5,1023,10000,10.23,
random,3149,6,1034,10000,10.34,
random,3149,7,0,10000,0.0,
random,3149,8,0,10000,0.0,
random,3149,9,0,10000,0.0,
random,3150,0,0,10000,0.0,
random,3150,1,5005,10000,50.05,
random,3150,2,988,10000,9.879999999999999,
random,3150,3,959,10000,9.59,
random,3150,4,1033,10000,10.33,
random,3150,5,1009,10000,10.09,
random,3150,6,1006,10000,10.059999999999999,
random,3150,7,0,10000,0.0,
random,3150,8,0,10000,0.0,
random,3150,9,0,10000,0.0,
random,3151,0,0,10000,0.0,
random,3151,1,5026,10000,50.260000000000005,
random,3151,2,985,10000,9.85,
random,3151,3,959,10000,9.59,
random,3151,4,1029,10000,10.290000000000001,
random,3151,5,1010,10000,10.100000000000001,
random,3151,6,991,10000,9.91,
random,3151,7,0,10000,0.0,
random,3151,8,0,10000,0.0,
random,3151,9,0,10000,0.0,
random,3152,0,0,10000,0.0,
random,3152,1,4998,10000,49.980000000000004,
random,3152,2,1012,10000,10.12,
random,3152,3,986,10000,9.86,
random,3152,4,987,10000,9.87,
random,3152,5,1035,10000,10.35,
random,3152,6,982,10000,9.82,
random,3152,7,0,10000,0.0,
random,3152,8,0,10000,0.0,
random,3152,9,0,10000,0.0,
random,3153,0,0,10000,0.0,
random,3153,1,5017,10000,50.17,
random,3153,2,983,10000,9.83,
random,3153,3,1004,10000,10.040000000000001,
random,3153,4,974,10000,9.74,
random,3153,5,1004,10000,10.040000000000001,
random,3153,6,1018,10000,10.18,
random,3153,7,0,10000,0.0,
random,3153,8,0,10000,0.0,
random,3153,9,0,10000,0.0,
random,3154,0,0,10000,0.0,
random,3154,1,5103,10000,51.03,
random,3154,2,984,10000,9.84,
random,3154,3,964,10000,9.64,
random,3154,4,1008,10000,10.08,
random,3154,5,976,10000,9.76,
random,3154,6,965,10000,9.65,
random,3154,7,0,10000,0.0,
random,3154,8,0,10000,0.0,
random,3154,9,0,10000,0.0,
random,3155,0,0,10000,0.0,
random,3155,1,5093,10000,50.93,
random,3155,2,979,10000,9.790000000000001,
random,3155,3,958,10000,9.58,
random,3155,4,971,10000,9.71,
random,3155,5,1048,10000,10.48,
random,3155,6,951,10000,9.51,
random,3155,7,0,10000,0.0,
random,3155,8,0,10000,0.0,
random,3155,9,0,10000,0.0,
random,3156,0,0,10000,0.0,
random,3156,1,4929,10000,49.29,
random,3156,2,1021,10000,10.209999999999999,
random,3156,3,1020,10000,10.2,
random,3156,4,983,10000,9.83,
random,3156,5,1049,10000,10.489999999999998,
random,3156,6,998,10000,9.98,
random,3156,7,0,10000,0.0,
random,3156,8,0,10000,0.0,
random,3156,9,0,10000,0.0,
random,3157,0,0,10000,0.0,
random,3157,1,4986,10000,49.86,
random,3157,2,958,10000,9.58,
random,3157,3,955,10000,9.55,
random,3157,4,1043,10000,10.43,
random,3157,5,1005,10000,10.05,
random,3157,6,1053,10000,10.530000000000001,
random,3157,7,0,10000,0.0,
random,3157,8,0,10000,0.0,
random,3157,9,0,10000,0.0,
random,3158,0,0,10000,0.0,
random,3158,1,4988,10000,49.88,
random,3158,2,970,10000,9.700000000000001,
random,3158,3,996,10000,9.959999999999999,
random,3158,4,978,10000,9.78,
random,3158,5,1028,10000,10.280000000000001,
random,3158,6,1040,10000,10.4,
random,3158,7,0,10000,0.0,
random,3158,8,0,10000,0.0,
random,3158,9,0,10000,0.0,
random,3159,0,0,10000,0.0,
random,3159,1,5021,10000,50.21,
random,3159,2,975,10000,9.75,
random,3159,3,1013,10000,10.13,
random,3159,4,953,10000,9.53,
random,3159,5,1032,10000,10.32,
random,3159,6,1006,10000,10.059999999999999,
random,3159,7,0,10000,0.0,
random,3159,8,0,10000,0.0,
random,3159,9,0,10000,0.0,
random,3160,0,0,10000,0.0,
random,3160,1,4958,10000,49.58,
random,3160,2,1007,10000,10.07,
random,3160,3,982,10000,9.82,
random,3160,4,1054,10000,10.54,
random,3160,5,1007,10000,10.07,
random,3160,6,992,10000,9.92,
random,3160,7,0,10000,0.0,
random,3160,8,0,10000,0.0,
random,3160,9,0,10000,0.0,
random,3161,0,0,10000,0.0,
random,3161,1,5019,10000,50.19,
random,3161,2,972,10000,9.719999999999999,
random,3161,3,1017,10000,10.17,
random,3161,4,1008,10000,10.08,
random,3161,5,1000,10000,10.0,
random,3161,6,984,10000,9.84,
random,3161,7,0,10000,0.0,
random,3161,8,0,10000,0.0,
random,3161,9,0,10000,0.0,
random,3162,0,0,10000,0.0,
random,3162,1,4960,10000,49.6,
random,3162,2,1061,10000,10.61,
random,3162,3,992,10000,9.92,
random,3162,4,1030,10000,10.299999999999999,
random,3162,5,955,10000,9.55,
random,3162,6,1002,10000,10.02,
random,3162,7,0,10000,0.0,
random,3162,8,0,10000,0.0,
random,3162,9,0,10000,0.0,
random,3163,0,0,10000,0.0,
random,3163,1,5006,10000,50.06,
random,3163,2,974,10000,9.74,
random,3163,3,1049,10000,10.489999999999998,
random,3163,4,1003,10000,10.03,
random,3163,5,994,10000,9.94,
random,3163,6,974,10000,9.74,
random,3163,7,0,10000,0.0,
random,3163,8,0,10000,0.0,
random,3163,9,0,10000,0.0,
random,3164,0,0,10000,0.0,
random,3164,1,4999,10000,49.99,
random,3164,2,1011,10000,10.11,
random,3164,3,976,10000,9.76,
random,3164,4,1009,10000,10.09,
random,3164,5,1030,10000,10.299999999999999,
random,3164,6,975,10000,9.75,
random,3164,7,0,10000,0.0,
random,3164,8,0,10000,0.0,
random,3164,9,0,10000,0.0,
random,3165,0,0,10000,0.0,
random,3165,1,4984,10000,49.84,
random,3165,2,1055,10000,10.549999999999999,
random,3165,3,997,10000,9.969999999999999,
random,3165,4,988,10000,9.879999999999999,
random,3165,5,989,10000,9.89,
random,3165,6,987,10000,9.87,
random,3165,7,0,10000,0.0,
random,3165,8,0,10000,0.0,
random,3165,9,0,10000,0.0,
random,3166,0,0,10000,0.0,
random,3166,1,4919,10000,49.19,
random,3166,2,979,10000,9.790000000000001,
random,3166,3,1044,10000,10.440000000000001,
random,3166,4,1037,10000,10.37,
random,3166,5,1018,10000,10.18,
random,3166,6,1003,10000,10.03,
random,3166,7,0,10000,0.0,
random,3166,8,0,10000,0.0,
